gene_id	gene_name	log2FoldChange.ribo.rna.guide1.293	padj.ribo.rna.guide1.293	log2FoldChange.ribo.rna.guide2.293	padj.ribo.rna.guide2.293	log2FoldChange.ribo.rna.KO.WT	padj.ribo.rna.KO.WT
ENSG00000088766.7	CRLS1	0.1818914	1	0.1412736	1	0.1668812	0.9999674
ENSG00000088808.12	PPP1R13B	-0.1194655	1	-0.1410168	1	-0.1266071	0.9999674
ENSG00000088812.13	ATRN	-0.388103	0.9984657	-0.4019679	0.9984657	-0.3941578	0.9999674
ENSG00000088826.13	SMOX	-0.1000392	1	-0.3295221	1	-0.1935914	0.9999674
ENSG00000088827.8	SIGLEC1	-1.927364	NA	-1.667427	NA	-2.012198	NA
ENSG00000088832.10	FKBP1A	-0.1025495	1	0.03516864	1	-0.04300011	0.9999674
ENSG00000088833.13	NSFL1C	0.06857763	1	-0.09243273	1	0.006720526	0.9999674
ENSG00000088836.8	SLC4A11	-0.363344	1	-0.3614775	1	-0.358297	0.9999674
ENSG00000088854.11	C20orf194	-0.2414046	1	-0.1563814	1	-0.2034354	0.9999674
ENSG00000088876.7	ZNF343	-0.03014582	1	0.06538261	1	0.01540493	0.9999674
ENSG00000088881.16	EBF4	-0.06324069	1	-0.529768	1	-0.2394705	0.9999674
ENSG00000088882.7	CPXM1	-3.346341	NA	-3.300502	NA	-3.260416	NA
ENSG00000088888.13	MAVS	0.1202687	1	-0.009972562	1	0.07154664	0.9999674
ENSG00000088899.10	LZTS3	0.2484956	1	0.3172567	1	0.2861745	0.9999674
ENSG00000088930.6	XRN2	0.03899751	1	0.0169721	1	0.02962041	0.9999674
ENSG00000088970.11	PLK1S1	0.07613946	1	0.2073092	1	0.129619	0.9999674
ENSG00000088986.6	DYNLL1	0.2203053	1	0.1786181	1	0.1991418	0.9999674
ENSG00000088992.13	TESC	0.03731473	1	0.1383388	1	0.08546327	0.9999674
ENSG00000089006.12	SNX5	0.006885875	1	0.09284897	1	0.03670146	0.9999674
ENSG00000089009.11	RPL6	0.2926168	0.9134514	0.1277472	0.9134514	0.2062338	0.9999674
ENSG00000089022.9	MAPKAPK5	0.2040877	1	0.114541	1	0.1655603	0.9999674
ENSG00000089041.12	P2RX7	1.057169	1	0.3915607	1	0.5793042	0.9999674
ENSG00000089048.10	ESF1	-0.4189285	1	-0.2859255	1	-0.3684087	0.9999674
ENSG00000089050.10	RBBP9	0.1462059	1	0.04465826	1	0.1024849	0.9999674
ENSG00000089053.8	ANAPC5	0.1441796	1	0.1217399	1	0.1320338	0.9999674
ENSG00000089057.10	SLC23A2	-0.08196366	1	-0.1346445	1	-0.1009392	0.9999674
ENSG00000089060.7	SLC8B1	-0.2443782	1	-0.3440042	1	-0.2804121	0.9999674
ENSG00000089063.10	TMEM230	-0.01004709	1	-0.04589056	1	-0.0246269	0.9999674
ENSG00000089091.12	DZANK1	-0.1978552	1	0.06592694	1	-0.08764167	0.9999674
ENSG00000089094.12	KDM2B	-0.07810985	1	-0.04187077	1	-0.0603836	0.9999674
ENSG00000089101.13	C20orf26	0.06337607	1	0.008977068	1	0.04204354	0.9999674
ENSG00000089116.3	LHX5	-2.039637	NA	-1.881288	NA	-1.960576	NA
ENSG00000089123.11	TASP1	-0.3790631	1	-0.3949344	1	-0.3806566	0.9999674
ENSG00000089154.6	GCN1L1	-0.1288749	1	-0.1302771	1	-0.1296852	0.9999674
ENSG00000089157.11	RPLP0	0.4208555	0.0004978627	0.2858676	0.0004978627	0.3506422	0.129093
ENSG00000089159.11	PXN	-0.02004352	1	-0.07624748	1	-0.04698288	0.9999674
ENSG00000089163.4	SIRT4	0.7887617	1	-0.1021338	1	0.3682199	0.9999674
ENSG00000089169.10	RPH3A	-2.542147	NA	-2.385325	NA	-2.466091	NA
ENSG00000089177.13	KIF16B	-0.2432025	1	-0.1458823	1	-0.2081585	0.9999674
ENSG00000089195.10	TRMT6	0.0280689	1	0.07101536	1	0.04270891	0.9999674
ENSG00000089199.5	CHGB	-0.2180632	1	-0.07791828	1	-0.1735138	0.9999674
ENSG00000089220.4	PEBP1	0.1405811	1	0.08881348	1	0.1143279	0.9999674
ENSG00000089234.11	BRAP	0.05290434	1	-0.09583179	1	-0.02062681	0.9999674
ENSG00000089248.6	ERP29	0.03213184	1	0.0416243	1	0.03672597	0.9999674
ENSG00000089250.14	NOS1	-2.309836	1	0.7066136	1	-0.1460215	0.9999674
ENSG00000089280.14	FUS	0.1202446	1	0.08921712	1	0.104738	0.9999674
ENSG00000089289.11	IGBP1	0.2999084	1	0.2104856	1	0.2583779	0.7117894
ENSG00000089327.10	FXYD5	-0.0501518	1	-0.1537667	1	-0.1035554	0.9999674
ENSG00000089335.16	ZNF302	-0.1848766	1	-0.07844764	1	-0.1267948	0.9999674
ENSG00000089351.10	GRAMD1A	0.1443767	1	0.05570975	1	0.09887167	0.9999674
ENSG00000089356.12	FXYD3	1.70191	NA	1.132497	NA	1.821437	NA
ENSG00000089472.12	HEPH	-2.039559	NA	-3.288532	NA	-2.681868	NA
ENSG00000089486.12	CDIP1	0.1053894	1	-0.1846681	1	-0.02827465	0.9999674
ENSG00000089505.13	CMTM1	0.8103325	1	0.323667	1	0.5547934	0.9999674
ENSG00000089558.4	KCNH4	-1.143158	1	-0.7310103	1	-1.005791	0.9999674
ENSG00000089597.12	GANAB	-0.2460946	0.1781414	-0.2052269	0.1781414	-0.225088	0.4436865
ENSG00000089639.6	GMIP	0.2546557	1	-0.05057735	1	0.1406048	0.9999674
ENSG00000089682.12	RBM41	-0.4787163	1	-0.2791398	1	-0.3892569	0.9999674
ENSG00000089685.10	BIRC5	0.07465965	1	0.04584527	1	0.05967686	0.9999674
ENSG00000089692.4	LAG3	-1.459781	NA	0.636485	NA	-0.6598476	NA
ENSG00000089693.6	MLF2	0.06420447	1	0.09927015	1	0.08194241	0.9999674
ENSG00000089723.5	OTUB2	0.1200441	1	0.2049418	1	0.1626341	0.9999674
ENSG00000089737.11	DDX24	-0.04263968	1	-0.03596408	1	-0.03934408	0.9999674
ENSG00000089775.7	ZBTB25	0.08221798	1	-0.3055819	1	-0.1106255	0.9999674
ENSG00000089818.12	NECAP1	0.009506549	1	-0.01938193	1	-0.004113677	0.9999674
ENSG00000089820.11	ARHGAP4	-1.694561	1	-0.5485835	1	-1.022607	0.9999674
ENSG00000089847.8	ANKRD24	0.3007322	1	1.378328	1	0.8298917	0.9999674
ENSG00000089876.7	DHX32	-0.1263621	1	-0.1308482	1	-0.1286344	0.9999674
ENSG00000089902.8	RCOR1	-0.05118664	1	-0.08685343	1	-0.06785607	0.9999674
ENSG00000089916.13	GPATCH2L	-0.2091594	1	-0.008976057	1	-0.114507	0.9999674
ENSG00000090006.13	LTBP4	-0.3125754	1	-0.2667185	1	-0.2872401	0.9999674
ENSG00000090013.5	BLVRB	0.06003363	1	0.1634371	1	0.1100233	0.9999674
ENSG00000090020.6	SLC9A1	-0.1192233	1	0.0001307893	1	-0.06322793	0.9999674
ENSG00000090054.9	SPTLC1	-0.0448366	1	0.08247414	1	0.01455752	0.9999674
ENSG00000090060.13	PAPOLA	-0.02866632	1	0.003272552	1	-0.01277338	0.9999674
ENSG00000090061.13	CCNK	-0.2845417	1	-0.2764785	1	-0.28049	0.4366009
ENSG00000090097.16	PCBP4	0.2076399	1	-0.1020396	1	0.08096496	0.9999674
ENSG00000090238.7	YPEL3	0.3700686	1	0.1657993	1	0.2845903	0.9999674
ENSG00000090263.11	MRPS33	0.007826371	1	0.005267953	1	0.007219768	0.9999674
ENSG00000090266.8	NDUFB2	0.1174759	1	0.2773997	1	0.1969814	0.9999674
ENSG00000090273.9	NUDC	0.03353597	1	-0.1059421	1	-0.03740463	0.9999674
ENSG00000090316.11	MAEA	-0.01329398	1	-0.05930782	1	-0.03542693	0.9999674
ENSG00000090339.4	ICAM1	-0.6285889	NA	-1.877551	NA	-1.270786	NA
ENSG00000090372.10	STRN4	-0.06753962	1	-0.1482518	1	-0.1061201	0.9999674
ENSG00000090376.4	IRAK3	-1.093841	1	-0.4733585	1	-0.7560574	0.9999674
ENSG00000090382.2	LYZ	-3.560876	NA	-2.369302	NA	-3.027116	NA
ENSG00000090432.5	MUL1	0.1664887	1	0.09418526	1	0.1303939	0.9999674
ENSG00000090447.7	TFAP4	0.05861365	1	0.1723975	1	0.1195762	0.9999674
ENSG00000090470.10	PDCD7	-0.05268524	1	-0.0589839	1	-0.05560172	0.9999674
ENSG00000090487.6	SPG21	0.3431609	1	0.3321447	1	0.336553	0.4364013
ENSG00000090520.6	DNAJB11	-0.02543725	1	-0.07391005	1	-0.04861723	0.9999674
ENSG00000090530.5	LEPREL1	0.03154254	1	-0.1806083	1	-0.05931004	0.9999674
ENSG00000090534.13	THPO	0.3620543	NA	-1.446214	NA	-0.8924693	NA
ENSG00000090539.11	CHRD	-0.07690445	1	-0.4510434	1	-0.2841805	0.9999674
ENSG00000090554.8	FLT3LG	0.3363107	1	0.523448	1	0.3825651	0.9999674
ENSG00000090565.11	RAB11FIP3	-0.04330398	1	0.00378885	1	-0.01727935	0.9999674
ENSG00000090581.5	GNPTG	0.06021045	1	0.1098547	1	0.08357795	0.9999674
ENSG00000090612.16	ZNF268	-0.3524184	1	-0.2020512	1	-0.2827178	0.9999674
ENSG00000090615.8	GOLGA3	0.05264884	1	-0.09219308	1	-0.01543062	0.9999674
ENSG00000090621.9	PABPC4	0.001292587	1	-0.1208098	1	-0.06280451	0.9999674
ENSG00000090659.13	CD209	-3.346402	NA	-1.765286	NA	-2.565899	NA
ENSG00000090661.7	CERS4	0.07310503	1	-0.03193498	1	0.02070967	0.9999674
ENSG00000090674.11	MCOLN1	-0.1108612	1	-0.02521846	1	-0.07188541	0.9999674
ENSG00000090686.11	USP48	-0.08752195	1	-0.06282026	1	-0.0750922	0.9999674
ENSG00000090776.5	EFNB1	0.1352194	1	0.04115624	1	0.08261846	0.9999674
ENSG00000090857.9	PDPR	-0.3583066	1	-0.2452034	1	-0.3037765	0.9040427
ENSG00000090861.11	AARS	0.05685931	1	-0.0009323514	1	0.02417719	0.9999674
ENSG00000090863.7	GLG1	-0.2365716	1	-0.3243814	1	-0.2794277	0.6174146
ENSG00000090889.10	KIF4A	-0.01859604	1	-0.05326428	1	-0.03586079	0.9999674
ENSG00000090905.13	TNRC6A	-0.1310149	1	0.05280494	1	-0.04422794	0.9999674
ENSG00000090920.9	FCGBP	-0.5627335	1	0.5043921	1	-0.1273019	0.9999674
ENSG00000090924.10	PLEKHG2	-0.3097157	1	-0.1597966	1	-0.2382157	0.9999674
ENSG00000090932.6	DLL3	0.2304881	1	0.1866652	1	0.2046622	0.9999674
ENSG00000090971.4	NAT14	0.3540427	1	0.4127842	1	0.3822205	0.9663975
ENSG00000090975.8	PITPNM2	-0.6472145	1	-0.104962	1	-0.3729841	0.9999674
ENSG00000090989.13	EXOC1	0.04830034	1	-6.54836e-05	1	0.02386972	0.9999674
ENSG00000091009.6	RBM27	-0.1487185	1	-0.02570527	1	-0.08921034	0.9999674
ENSG00000091010.4	POU4F3	2.865263	NA	1.995109	NA	2.467448	NA
ENSG00000091039.12	OSBPL8	-0.2139563	1	-0.0759669	1	-0.1451867	0.9999674
ENSG00000091073.15	DTX2	-0.377006	1	0.02297754	1	-0.1748993	0.9999674
ENSG00000091127.9	PUS7	0.0998634	1	0.08748433	1	0.09358245	0.9999674
ENSG00000091128.8	LAMB4	-2.956449	NA	-1.88675	NA	-2.472679	NA
ENSG00000091129.15	NRCAM	-0.3442373	1	-0.2721251	1	-0.3077174	0.7273266
ENSG00000091136.9	LAMB1	-0.436925	0.00441874	-0.380629	0.00441874	-0.409323	0.00019402
ENSG00000091137.7	SLC26A4	-0.1063974	1	0.7304155	1	0.2356273	0.9999674
ENSG00000091140.8	DLD	-0.03858314	1	0.004320279	1	-0.01786947	0.9999674
ENSG00000091157.9	WDR7	-0.07865476	1	-0.1520574	1	-0.1144036	0.9999674
ENSG00000091164.8	TXNL1	0.2250007	1	0.1026887	1	0.1632903	0.9999674
ENSG00000091181.15	IL5RA	-1.569323	NA	0.4895416	NA	-1.046571	NA
ENSG00000091262.10	ABCC6	-0.2802948	1	-0.6083951	1	-0.513952	0.9999674
ENSG00000091317.7	CMTM6	0.1741147	1	0.2530281	1	0.2124541	0.9999674
ENSG00000091409.10	ITGA6	-0.1040862	1	-0.1191777	1	-0.1111324	0.9999674
ENSG00000091428.13	RAPGEF4	-0.030442	1	0.2354675	1	0.08479686	0.9999674
ENSG00000091436.12	MLTK	0.01917775	1	0.06263822	1	0.0398174	0.9999674
ENSG00000091483.6	FH	0.09751036	1	-0.1040014	1	-0.009256851	0.9999674
ENSG00000091490.6	SEL1L3	-0.3342378	1	-0.1629621	1	-0.2508104	0.9999674
ENSG00000091513.10	TF	0.8525453	NA	2.514892	NA	1.535694	NA
ENSG00000091527.11	CDV3	-0.13209	1	0.05186279	1	-0.03805804	0.9999674
ENSG00000091536.12	MYO15A	-1.37545	1	-0.8825203	1	-1.101977	0.9999674
ENSG00000091542.8	ALKBH5	0.2402928	1	0.1346965	1	0.1855864	0.9999674
ENSG00000091583.6	APOH	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000091592.11	NLRP1	0.187342	1	0.3611898	1	0.2714323	0.9999674
ENSG00000091622.11	PITPNM3	-0.9659676	1	-0.968428	1	-0.9780782	0.9999674
ENSG00000091640.3	SPAG7	0.2062223	1	0.2542512	1	0.2296414	0.9999674
ENSG00000091651.4	ORC6	0.1079214	1	0.06539056	1	0.08763279	0.9999674
ENSG00000091656.11	ZFHX4	-0.3081757	1	0.03314424	1	-0.1315496	0.9999674
ENSG00000091732.11	ZC3HC1	-0.06519573	1	0.03476732	1	-0.01747295	0.9999674
ENSG00000091831.17	ESR1	-3.562336	NA	-1.762427	NA	-2.826719	NA
ENSG00000091844.3	RGS17	-0.766795	1	0.03871977	1	-0.1277299	0.9999674
ENSG00000091879.9	ANGPT2	-0.5805958	1	0.07966347	1	-0.3530844	0.9999674
ENSG00000091947.5	TMEM101	0.3134167	1	0.2382169	1	0.2806973	0.9999674
ENSG00000091972.14	CD200	0.1952479	NA	-2.00948	NA	-0.7369126	NA
ENSG00000091986.11	CCDC80	-0.2144936	1	-0.1820137	1	-0.2009156	0.9999674
ENSG00000092010.10	PSME1	-0.05932711	1	-0.1034732	1	-0.07667705	0.9999674
ENSG00000092020.6	PPP2R3C	0.0664621	1	0.04664911	1	0.0559724	0.9999674
ENSG00000092036.12	HAUS4	0.1833542	1	0.01122082	1	0.1036063	0.9999674
ENSG00000092051.12	JPH4	-3.562162	NA	-2.688887	NA	-3.153704	NA
ENSG00000092054.12	MYH7	0.903944	NA	1.06076	NA	0.9774757	NA
ENSG00000092067.5	CEBPE	4.022834	NA	2.6911	NA	3.341808	NA
ENSG00000092068.14	SLC7A8	0.1234356	1	0.2125997	1	0.1596914	0.9999674
ENSG00000092094.6	OSGEP	-0.06242856	1	-0.09286044	1	-0.07603964	0.9999674
ENSG00000092096.10	SLC22A17	0.1177064	1	-0.2466203	1	-0.03151166	0.9999674
ENSG00000092098.12	RNF31	-0.1795374	1	-0.08713613	1	-0.134117	0.9999674
ENSG00000092108.16	SCFD1	-0.0641197	1	0.02238475	1	-0.02149331	0.9999674
ENSG00000092140.10	G2E3	-0.39858	1	-0.219681	1	-0.3092553	0.9680728
ENSG00000092148.8	HECTD1	-0.2386497	1	-0.1723809	1	-0.2057739	0.9999674
ENSG00000092199.13	HNRNPC	0.1013546	1	0.0934276	1	0.09722411	0.9999674
ENSG00000092200.8	RPGRIP1	3.791092	NA	2.996224	NA	3.427914	NA
ENSG00000092201.5	SUPT16H	0.04584982	1	0.001501956	1	0.02314259	0.9999674
ENSG00000092203.9	TOX4	-0.01387658	1	0.03753544	1	0.01093377	0.9999674
ENSG00000092208.12	GEMIN2	0.03009064	1	0.09980359	1	0.06302151	0.9999674
ENSG00000092295.7	TGM1	0.4792157	1	-0.1754081	1	0.2910122	0.9999674
ENSG00000092330.11	TINF2	0.1662668	1	0.1212382	1	0.1463579	0.9999674
ENSG00000092377.9	TBL1Y	-0.5133116	NA	1.157403	NA	0.2871977	NA
ENSG00000092421.12	SEMA6A	-0.2019645	1	-0.1346479	1	-0.1685713	0.9999674
ENSG00000092439.9	TRPM7	-0.3708201	1	-0.2872069	1	-0.3301998	0.6875713
ENSG00000092445.7	TYRO3	-0.2196021	1	-0.32774	1	-0.274885	0.9676967
ENSG00000092470.7	WDR76	-0.01275943	1	-0.1081852	1	-0.05869983	0.9999674
ENSG00000092529.18	CAPN3	0.2322758	NA	-3.03996	NA	-1.295573	NA
ENSG00000092531.5	SNAP23	0.04716382	1	0.0562414	1	0.05154562	0.9999674
ENSG00000092607.9	TBX15	0.5533254	1	0.478392	1	0.4938374	0.9999674
ENSG00000092621.7	PHGDH	-0.03072625	1	-0.05744098	1	-0.046149	0.9999674
ENSG00000092758.11	COL9A3	-0.4301739	1	-1.17226	1	-0.6789745	0.9999674
ENSG00000092820.13	EZR	0.1327296	1	-0.0243741	1	0.05209495	0.9999674
ENSG00000092841.14	MYL6	-0.01704938	1	-0.02350136	1	-0.02016423	0.9999674
ENSG00000092847.6	AGO1	0.05833163	1	0.2099647	1	0.135203	0.9999674
ENSG00000092850.7	TEKT2	-0.9499065	1	0.9941344	1	0.2569578	0.9999674
ENSG00000092853.9	CLSPN	-0.1123174	1	-0.05654779	1	-0.08255663	0.9999674
ENSG00000092871.12	RFFL	0.1390756	1	-0.1499497	1	0.02960181	0.9999674
ENSG00000092929.7	UNC13D	1.002162	NA	-1.729316	NA	0.3804628	NA
ENSG00000092931.7	MFSD11	-0.1162004	1	-0.2564417	1	-0.1842428	0.9999674
ENSG00000092964.12	DPYSL2	0.1348783	1	0.05081522	1	0.08884901	0.9999674
ENSG00000092969.7	TGFB2	-0.3649442	1	0.08872069	1	-0.1646087	0.9999674
ENSG00000092978.6	GPATCH2	-0.04680788	1	-0.02085356	1	-0.03422185	0.9999674
ENSG00000093000.14	NUP50	0.1024266	1	0.1532474	1	0.1265943	0.9999674
ENSG00000093009.5	CDC45	-0.005386433	1	-0.1993501	1	-0.09745181	0.9999674
ENSG00000093010.7	COMT	0.2084971	1	0.2000113	1	0.2043298	0.9999674
ENSG00000093072.11	CECR1	-0.595386	NA	-0.1801192	NA	-0.3041174	NA
ENSG00000093134.9	VNN3	-0.5249545	NA	2.471911	NA	0.9770265	NA
ENSG00000093144.14	ECHDC1	0.01015315	1	0.04848351	1	0.02846277	0.9999674
ENSG00000093167.13	LRRFIP2	0.3051975	1	0.009546586	1	0.1457809	0.9999674
ENSG00000093183.9	SEC22C	-0.1587876	1	-0.1998026	1	-0.1809454	0.9999674
ENSG00000093217.5	XYLB	0.1092153	1	0.1260316	1	0.1172661	0.9999674
ENSG00000094631.14	HDAC6	-0.05829823	1	-0.09740425	1	-0.08003918	0.9999674
ENSG00000094755.12	GABRP	2.59447	NA	-1.330605	NA	1.42839	NA
ENSG00000094804.5	CDC6	0.06946168	1	0.03119972	1	0.04992736	0.9999674
ENSG00000094841.9	UPRT	0.1033866	1	0.09908757	1	0.1009491	0.9999674
ENSG00000094880.6	CDC23	0.02196246	1	-0.01938581	1	0.0005142897	0.9999674
ENSG00000094914.8	AAAS	0.02857539	1	-0.05756885	1	-0.01530456	0.9999674
ENSG00000094916.9	CBX5	0.07880838	1	0.2340702	1	0.1569833	0.9999674
ENSG00000094975.9	SUCO	-0.09233658	1	0.1908082	1	0.04266864	0.9999674
ENSG00000095002.8	MSH2	0.03277682	1	0.0270202	1	0.0302678	0.9999674
ENSG00000095015.5	MAP3K1	-0.1403419	1	-0.1177849	1	-0.1294676	0.9999674
ENSG00000095059.11	DHPS	-0.04023409	1	-0.01099427	1	-0.02621303	0.9999674
ENSG00000095066.7	HOOK2	0.09698723	1	-0.03473043	1	0.01157346	0.9999674
ENSG00000095110.3	NXPE1	1.849741	NA	-0.3549882	NA	0.909406	NA
ENSG00000095139.9	ARCN1	0.06306369	1	0.05327836	1	0.05829964	0.9999674
ENSG00000095203.10	EPB41L4B	-0.09083815	1	0.2207399	1	0.06384643	0.9999674
ENSG00000095209.7	TMEM38B	0.03561338	1	0.228668	1	0.1354066	0.9999674
ENSG00000095261.9	PSMD5	-0.5186526	NA	-1.762152	NA	-1.128618	NA
ENSG00000095303.10	PTGS1	0.3589966	NA	0.2333359	NA	0.3177728	NA
ENSG00000095319.10	NUP188	-0.1243847	1	-0.1597782	1	-0.1420947	0.9677756
ENSG00000095321.12	CRAT	-0.2609548	1	-0.2162151	1	-0.2364924	0.9999674
ENSG00000095370.15	SH2D3C	-0.1463945	1	0.5413245	1	0.1888981	0.9999674
ENSG00000095380.10	NANS	0.02933746	1	-0.1045709	1	-0.03789267	0.9999674
ENSG00000095383.15	TBC1D2	-0.4408537	1	-0.1147446	1	-0.2929214	0.9999674
ENSG00000095397.9	DFNB31	0.1525008	1	0.01164753	1	0.1085798	0.9999674
ENSG00000095485.12	CWF19L1	-0.01882423	1	-0.07617279	1	-0.04883606	0.9999674
ENSG00000095539.11	SEMA4G	0.1232437	1	-0.1839467	1	-0.01724683	0.9999674
ENSG00000095564.9	BTAF1	0.05177301	1	0.2542981	1	0.1496643	0.9999674
ENSG00000095574.7	IKZF5	-0.01791376	1	0.01481147	1	-6.209924e-05	0.9999674
ENSG00000095585.12	BLNK	-0.1090155	1	-0.1217389	1	-0.1038372	0.9999674
ENSG00000095587.8	TLL2	0.5133943	1	0.534639	1	0.5270169	0.9999674
ENSG00000095596.7	CYP26A1	-0.2222847	1	-0.140036	1	-0.1822867	0.9999674
ENSG00000095627.5	TDRD1	-2.854444	NA	-0.1682787	NA	-1.165941	NA
ENSG00000095637.16	SORBS1	-0.2402354	1	-0.1211173	1	-0.1860391	0.9999674
ENSG00000095713.9	CRTAC1	0.1902913	1	-0.2897849	1	-0.06505895	0.9999674
ENSG00000095739.7	BAMBI	0.08747913	1	0.01608771	1	0.05528425	0.9999674
ENSG00000095752.2	IL11	-1.4223	NA	1.412492	NA	-0.1355664	NA
ENSG00000095777.10	MYO3A	-0.6758418	1	-0.08866008	1	-0.3635978	0.9999674
ENSG00000095787.17	WAC	-0.04591249	1	0.01125306	1	-0.01776813	0.9999674
ENSG00000095794.15	CREM	0.154085	1	0.1465706	1	0.148425	0.9999674
ENSG00000095906.12	NUBP2	0.160727	1	0.0653903	1	0.1128198	0.9999674
ENSG00000095917.9	TPSD1	-1.923691	NA	-1.765342	NA	-1.844595	NA
ENSG00000095951.12	HIVEP1	-0.09928463	1	-0.1665987	1	-0.1340735	0.9999674
ENSG00000096060.10	FKBP5	0.1853649	1	0.1704291	1	0.1786094	0.9680728
ENSG00000096063.10	SRPK1	-0.1590194	1	-0.014887	1	-0.08584857	0.9999674
ENSG00000096070.15	BRPF3	-0.1184152	1	-0.08732953	1	-0.1013646	0.9999674
ENSG00000096080.7	MRPS18A	0.1100211	1	0.01843164	1	0.0665609	0.9999674
ENSG00000096088.12	PGC	1.022631	NA	-1.279944	NA	-0.2825351	NA
ENSG00000096092.5	TMEM14A	0.1323155	1	0.07300653	1	0.1003721	0.9999674
ENSG00000096093.10	EFHC1	-0.2554411	1	-0.06083729	1	-0.1605682	0.9999674
ENSG00000096384.15	HSP90AB1	0.1068902	1	-0.01314276	1	0.04470777	0.9999674
ENSG00000096401.7	CDC5L	-0.03748413	1	0.05708183	1	0.009930138	0.9999674
ENSG00000096433.6	ITPR3	0.01574454	1	-0.1202897	1	-0.05509139	0.9999674
ENSG00000096654.11	ZNF184	-0.06018656	1	0.1090077	1	0.02806877	0.9999674
ENSG00000096696.9	DSP	-0.07235597	1	-0.01004445	1	-0.03691321	0.9999674
ENSG00000096717.7	SIRT1	0.04559022	1	0.0578688	1	0.05171065	0.9999674
ENSG00000096746.13	HNRNPH3	-0.1374245	1	0.1409482	1	0.01702382	0.9999674
ENSG00000096872.11	IFT74	-0.7259097	1	-0.4447307	1	-0.5844811	0.8049945
ENSG00000096968.8	JAK2	0.06343235	1	-0.09805374	1	-0.01294343	0.9999674
ENSG00000096996.11	IL12RB1	1.40116	NA	4.686675	NA	3.681061	NA
ENSG00000097007.13	ABL1	0.2737039	1	0.05738621	1	0.174764	0.9999674
ENSG00000097021.15	ACOT7	0.07536057	1	-0.06640828	1	0.005830894	0.9999674
ENSG00000097033.10	SH3GLB1	0.1438295	1	0.1551647	1	0.1494999	0.9999674
ENSG00000097046.8	CDC7	-0.07665806	1	-0.05099349	1	-0.06385286	0.9999674
ENSG00000097096.8	SYDE2	-0.1619804	1	-0.05569388	1	-0.1089886	0.9999674
ENSG00000099139.9	PCSK5	0.108502	1	0.05495987	1	0.08190143	0.9999674
ENSG00000099194.5	SCD	-0.02958391	1	-0.06136708	1	-0.0451719	0.9999674
ENSG00000099203.2	TMED1	0.0356012	1	-0.009617322	1	0.01330789	0.9999674
ENSG00000099204.14	ABLIM1	-0.005306749	1	0.01886334	1	0.007951548	0.9999674
ENSG00000099219.9	ERMP1	-0.0790634	1	-0.08090436	1	-0.07993985	0.9999674
ENSG00000099246.12	RAB18	0.1664042	1	0.2112635	1	0.1887733	0.9999674
ENSG00000099250.13	NRP1	-0.220591	1	-0.2678187	1	-0.2421542	0.9999674
ENSG00000099251.10	HSD17B7P2	-0.4738988	1	-0.103483	1	-0.2853282	0.9999674
ENSG00000099256.14	PRTFDC1	-1.06795	1	-0.2615829	1	-0.8950315	0.9999674
ENSG00000099260.6	PALMD	-0.9634237	NA	-0.8903795	NA	-0.9249268	NA
ENSG00000099282.5	TSPAN15	0.1561948	1	-0.124893	1	0.03518671	0.9999674
ENSG00000099284.9	H2AFY2	0.2645929	1	0.05330134	1	0.1600137	0.9999674
ENSG00000099290.11	FAM21A	-0.2428016	1	-0.08708919	1	-0.1802976	0.9999674
ENSG00000099308.6	MAST3	-0.1101012	1	-0.1071109	1	-0.1102593	0.9999674
ENSG00000099326.4	MZF1	-0.01997955	1	0.223492	1	0.09566678	0.9999674
ENSG00000099330.4	OCEL1	0.1660037	1	0.004482915	1	0.08457985	0.9999674
ENSG00000099331.9	MYO9B	-0.08013831	1	-0.07211976	1	-0.07492894	0.9999674
ENSG00000099337.3	KCNK6	-0.5389147	1	-0.1659748	1	-0.3320596	0.9999674
ENSG00000099338.18	CATSPERG	-0.3689747	1	0.6231235	1	0.01526183	0.9999674
ENSG00000099341.7	PSMD8	0.06299901	1	0.005333852	1	0.0354642	0.9999674
ENSG00000099364.12	FBXL19	0.1703698	1	-0.02492401	1	0.07170254	0.9999674
ENSG00000099365.5	STX1B	-1.069086	1	0.7721994	1	-0.0112453	0.9999674
ENSG00000099377.9	HSD3B7	0.2553814	1	0.3281802	1	0.2842568	0.9999674
ENSG00000099381.12	SETD1A	-0.05021222	1	-0.0393463	1	-0.04467759	0.9999674
ENSG00000099385.7	BCL7C	-0.01741491	1	-0.003996559	1	-0.01272289	0.9999674
ENSG00000099617.2	EFNA2	-1.095732	1	-0.2147254	1	-0.5296893	0.9999674
ENSG00000099622.9	CIRBP	0.1064152	1	0.2059548	1	0.1542599	0.9999674
ENSG00000099624.3	ATP5D	0.2146061	1	0.1282499	1	0.1698555	0.9999674
ENSG00000099625.8	C19orf26	-0.4192528	1	-0.05373364	1	-0.2323824	0.9999674
ENSG00000099725.10	PRKY	-1.923768	NA	1.293507	NA	0.3726556	NA
ENSG00000099769.5	IGFALS	-0.4067606	NA	-0.3472796	NA	-0.5985359	NA
ENSG00000099783.7	HNRNPM	0.1072053	1	0.08855257	1	0.09785051	0.9999674
ENSG00000099785.6	MARCH2	0.7846913	1	0.8573566	1	0.8236696	0.9999674
ENSG00000099795.2	NDUFB7	-0.03964795	1	0.1174936	1	0.04018412	0.9999674
