gene_id	Symbol	tpm_cutoff	log2FoldChange.mem.cyt.293_1	log2FoldChange.mem.cyt.293_2	tc_CDS_norm
ENSG00000074842.3	C19orf10	117.325	3.29570615848872	3.22955030837037	0.451736629021948
ENSG00000074935.9	TUBE1	19.605	0.313451961863016	0.117808341804127	NA
ENSG00000075043.13	KCNQ2	15.055	1.10709545183694	0.769175443513867	NA
ENSG00000075089.5	ACTR6	83.765	-1.23224048150138	-0.93558326291277	0.310392168566824
ENSG00000075131.5	TIPIN	61.55	-0.879374763552248	-0.67159170848437	0.0893582453290008
ENSG00000075142.9	SRI	97.135	-0.0394266956812809	-0.031317294400916	NA
ENSG00000075151.15	EIF4G3	38.01	-1.01914870776566	-0.810022387823407	0.920810313075507
ENSG00000075188.4	NUP37	74.29	-1.26501840021864	-0.74724372099229	NA
ENSG00000075218.14	GTSE1	28.07	-0.143750757794811	-0.216610697266432	0.21375133594585
ENSG00000075234.12	TTC38	19.97	-0.23431162765385	-0.173196336886815	0.225338007010516
ENSG00000075239.9	ACAT1	110.71	-0.501537312623639	-0.364854990515636	0.0812934694246229
ENSG00000075240.12	GRAMD4	12.145	1.35081607109693	0.977561850422557	NA
ENSG00000075292.14	ZNF638	18.78	-0.67020610052782	-0.619127346988319	NA
ENSG00000075336.7	TIMM21	30.04	1.47523048184544	1.32878471907482	NA
ENSG00000075340.18	ADD2	11.79	-0.507950051168242	-0.370416033345468	NA
ENSG00000075407.13	ZNF37A	10.865	0.0247554358954576	0.0169799306748794	NA
ENSG00000075413.13	MARK3	46.77	-0.281852504249384	-0.410185047409002	NA
ENSG00000075415.8	SLC25A3	619.04	-0.569431927593396	-0.159850140242761	0.37477384337038
ENSG00000075618.13	FSCN1	69.57	-0.457708118074431	-0.559744882546535	0.531838436107518
ENSG00000075624.9	ACTB	693.365	-0.251940349107446	-0.279073458301061	1.15884130292126
ENSG00000075702.12	WDR62	23.6	-0.0547070979377627	-0.149779188788223	NA
ENSG00000075711.16	DLG1	17.585	0.0386649588289592	-0.0156021463894098	NA
ENSG00000075785.8	RAB7A	86.175	-0.44786554163727	-0.328170271673869	NA
ENSG00000075790.6	BCAP29	27.18	2.77738860074225	2.90653753350643	1.8579838116262
ENSG00000075856.7	SART3	51.705	-0.762024746283766	-0.686680185896911	NA
ENSG00000075914.8	EXOSC7	49.645	-0.0457932579608761	-0.0556387780568074	NA
ENSG00000075945.8	KIFAP3	13.35	-0.925949442435144	-0.412654351670693	1.12359550561798
ENSG00000075975.11	MKRN2	26.445	-0.62100294196829	-0.43900311860288	NA
ENSG00000076003.4	MCM6	59.91	-1.59578396167605	-0.823078957661791	1.50225338007011
ENSG00000076043.5	REXO2	54.585	-0.273468900104132	-0.48955300573346	NA
ENSG00000076053.6	RBM7	14.145	-0.623152919889995	-0.172443113990864	NA
ENSG00000076108.7	BAZ2A	32.86	-0.501831304042906	-0.497440686064275	0.715155203895314
ENSG00000076242.10	MLH1	21.09	-1.06817744636365	-0.470656319872972	NA
ENSG00000076248.6	UNG	122.73	-0.639529569698405	-0.51901076649453	0.419620304733969
ENSG00000076351.8	SLC46A1	10.195	4.55235801451682	3.52813224749149	NA
ENSG00000076382.12	SPAG5	56.36	-0.481081522870675	-0.190250110729537	0.745209368346345
ENSG00000076513.12	ANKRD13A	21.505	-0.241653294215414	-0.162710648317007	NA
ENSG00000076554.11	TPD52	41.63	-0.520456128845241	-0.486974933572563	NA
ENSG00000076604.10	TRAF4	31.78	0.409748636282913	0.680414545215882	NA
ENSG00000076650.2	GPATCH1	10.62	-0.347250452161862	-0.237984348058999	NA
ENSG00000076685.14	NT5C2	31.865	-0.961484769953015	-0.599939336817938	0.549191903342225
ENSG00000076706.10	MCAM	15.42	4.74112309839523	3.68176839848657	3.24254215304799
ENSG00000076716.7	GPC4	19.895	4.49567589199741	3.41528811737563	11.8120130686102
ENSG00000076924.7	XAB2	24.525	-1.27798343334713	-0.777040186243646	0.265035677879715
ENSG00000076928.13	ARHGEF1	17.81	-0.771714312842877	-0.513422115084651	NA
ENSG00000076944.10	STXBP2	27.895	-0.0635679596888525	-0.0231030213665667	NA
ENSG00000076984.13	MAP2K7	23.94	-0.547617028290813	-0.502568247380346	NA
ENSG00000077044.5	DGKD	14.015	0.0360932147138561	-0.426191066288297	NA
ENSG00000077097.9	TOP2B	42.175	-1.26764817681426	-0.951130267676814	0.21339656194428
ENSG00000077147.10	TM9SF3	64.1	3.5073556620005	3.36552021267156	48.2293291731669
ENSG00000077152.5	UBE2T	161.105	-0.585221814636543	-0.500666138486685	0.183110393842525
ENSG00000077232.12	DNAJC10	22.215	2.49225930161293	2.37453794787095	3.91627278865631
ENSG00000077235.13	GTF3C1	58.525	-0.57632548979033	0.0464237085673616	1.86245194361384
ENSG00000077254.10	USP33	31.66	-0.511137965282171	-0.363367621145523	NA
ENSG00000077312.4	SNRPA	157.065	-0.430607079094053	-0.204332367487996	1.28290835004616
ENSG00000077348.4	EXOSC5	116.82	0.0420788897429261	-0.027372220767286	0.0941619585687382
ENSG00000077380.11	DYNC1I2	29.405	-1.40746549181	-0.810971895989838	NA
ENSG00000077454.11	LRCH4	10.065	0.34880567561647	0.0104582112794888	0.596125186289121
ENSG00000077458.8	FAM76B	10.12	-0.304226697297075	-0.29628895247216	NA
ENSG00000077463.10	SIRT6	18.335	-0.109280813180159	-0.264545174330134	NA
ENSG00000077514.4	POLD3	15.98	-0.477180952327308	-0.499297160560944	0.344180225281602
ENSG00000077549.13	CAPZB	147.95	-0.40168994131726	-0.303055258680388	0.0878675228117607
ENSG00000077684.11	PHF17	16.835	-0.350162981463934	-0.340346065688677	NA
ENSG00000077721.11	UBE2A	68.305	-0.135213493798159	-0.130195945448959	0.278164116828929
ENSG00000077782.15	FGFR1	31.4	3.47121357995407	2.75082144027714	0.971337579617834
ENSG00000077809.8	GTF2I	75.845	-0.413624094158331	-0.236697950255633	NA
ENSG00000077942.13	FBLN1	16.58	5.54797514013562	4.05391824511429	10.0422195416164
ENSG00000078061.8	ARAF	40.815	0.592166497899136	0.468347593431445	0.992282249173098
ENSG00000078070.7	MCCC1	13.525	-0.574642365422247	-0.253486699501465	NA
ENSG00000078140.9	UBE2K	50.945	-0.649810410269355	-0.445788119543693	0.0981450583963097
ENSG00000078142.7	PIK3C3	14.975	-0.710485258580625	-0.270348568421775	NA
ENSG00000078237.4	C12orf5	17.195	-0.334753296236314	-0.098326679270723	NA
ENSG00000078246.11	TULP3	14.71	-0.332241073466672	-0.240359300039041	NA
ENSG00000078304.15	PPP2R5C	80.27	-0.541703322463065	-0.462716588723197	NA
ENSG00000078369.13	GNB1	186.99	-0.362731421332244	-0.410223096417691	0.906465586394994
ENSG00000078399.11	HOXA9	83.91	-0.268039413261726	-0.661663176530558	NA
ENSG00000078403.12	MLLT10	23.33	-0.202669026160949	-0.224037715166502	NA
ENSG00000078618.15	NRD1	63.29	-0.773055044802411	-0.394889486038626	0.21330383946911
ENSG00000078668.9	VDAC3	236.08	-0.820197806150607	-0.479398087426155	0.0296509657743138
ENSG00000078674.13	PCM1	27.89	-0.924413195366742	-0.560916332822933	NA
ENSG00000078747.8	ITCH	24.205	-0.333036823647292	-0.05304285218846	NA
ENSG00000078808.12	SDF4	90.995	4.21389149454347	3.80639112809518	2.12649046650915
ENSG00000078967.8	UBE2D4	11.55	0.0354907110338155	0.0405471422306925	NA
ENSG00000079134.7	THOC1	20.765	-0.596871140359995	-0.550280645693286	NA
ENSG00000079150.13	FKBP7	13.35	2.56051067129869	2.66070678295874	NA
ENSG00000079215.9	SLC1A3	18.03	3.32373567966489	3.0824276821012	3.3555185801442
ENSG00000079246.11	XRCC5	135.105	-1.65365751072353	-0.734409541408033	1.89852337071167
ENSG00000079257.3	LXN	15.05	0.00949550250087108	-0.203955396460403	NA
ENSG00000079277.15	MKNK1	25.36	0.0443096578890877	0.15203389652796	NA
ENSG00000079313.7	REXO1	14.24	0.418448239318737	0.179811123845064	NA
ENSG00000079332.10	SAR1A	52.875	0.108104180869297	-0.0596126939009901	0.40661938534279
ENSG00000079387.9	SENP1	16.625	-0.436019001844095	-0.352654413666225	NA
ENSG00000079432.3	CIC	17.25	0.342406235066153	0.225611631338642	NA
ENSG00000079459.8	FDFT1	97.925	-0.149919684868726	-0.0937208122633379	0.0663773295889711
ENSG00000079462.3	PAFAH1B3	93.38	-0.289423142386657	0.0910567044957605	0.149925037481259
ENSG00000079616.8	KIF22	110.63	-0.904131991386383	-0.409977423431072	0.0451956973696104
ENSG00000079739.11	PGM1	43.225	-1.01640227324019	-0.368269841480889	NA
ENSG00000079785.10	DDX1	63.91	-1.88833760848078	-1.2852929645504	0.10170552339227
ENSG00000079805.12	DNM2	69.05	-0.51532849532895	-0.282716438560708	0.506879073135409
ENSG00000079819.12	EPB41L2	42.235	-1.17215395635766	-0.682796464912191	1.72842429264828
ENSG00000079931.10	MOXD1	24.82	4.28903183094093	3.60521954730705	6.38597904915391
ENSG00000079950.9	STX7	34.69	-0.732745304276918	-0.467501232989773	0.677428653790718
ENSG00000079974.13	RABL2B	12.975	0.121404614021093	-0.0843955018773597	NA
ENSG00000079999.9	KEAP1	36.195	-0.14707798424765	-0.293152252139425	NA
ENSG00000080189.10	SLC35C2	32.62	2.04346743175665	1.97346400379729	3.2495401594114
ENSG00000080371.4	RAB21	24.06	-0.651683401186075	-0.570382250476266	NA
ENSG00000080503.15	SMARCA2	16.3	-0.814873210065051	-0.776811544509863	NA
ENSG00000080546.9	SESN1	25.2	-0.159690602617536	-0.0835784018315801	NA
ENSG00000080603.12	SRCAP	32.605	0.134707873701244	0.22649917061049	0.29136635485355
ENSG00000080608.9	KIAA0020	15.46	-1.85365217829117	-1.47527389869578	NA
ENSG00000080815.14	PSEN1	17.37	3.12316464234831	3.30266814320263	NA
ENSG00000080819.2	CPOX	26.935	-0.430147217734073	-0.559457062752212	NA
ENSG00000080822.12	CLDND1	41.235	2.31017506124832	2.23389500562449	NA
ENSG00000080824.14	HSP90AA1	593.59	-1.55509159179789	-0.930369567723952	0.797688640307283
ENSG00000080986.8	NDC80	14.46	-0.799147812666115	-0.736204127587866	NA
ENSG00000081059.15	TCF7	10.36	0.0249407916929055	-0.053111964983553	0.627413127413127
ENSG00000081087.10	OSTM1	18.86	4.29722402400243	3.79609289265978	11.6648992576882
ENSG00000081154.7	PCNP	118.845	-0.668566128140352	-0.46421259899828	NA
ENSG00000081177.14	EXD2	13.96	2.90416198441184	2.64015641891625	3.33094555873925
ENSG00000081181.3	ARG2	27.525	-0.751488853756465	-0.634905581177876	NA
ENSG00000081307.8	UBA5	16.56	-0.293225366421176	-0.350911788978023	NA
ENSG00000081377.12	CDC14B	15.15	-0.109210425794938	-0.0755983877393588	NA
ENSG00000081692.8	JMJD4	39.83	0.042046771479458	0.00684370059267513	NA
ENSG00000081721.7	DUSP12	37.99	-0.48428186153911	-0.612539373597571	NA
ENSG00000081760.12	AACS	14.285	-0.00963866445584426	-0.27282670683298	NA
ENSG00000081791.4	KIAA0141	23.155	0.0141959326705871	0.0184623054665214	0.583027423882531
ENSG00000081803.11	CADPS2	10.25	-0.656213059666589	-0.252032751477264	NA
ENSG00000081870.7	HSPB11	74.405	-0.0131912272972362	-0.158415819096417	NA
ENSG00000082014.12	SMARCD3	16.54	0.00497940681716721	0.24851203344872	NA
ENSG00000082068.4	WDR70	15.56	-0.938037077604993	-0.451347108697861	NA
ENSG00000082146.8	STRADB	41.805	-0.245849349319224	0.133586644392883	NA
ENSG00000082153.13	BZW1	95.52	-0.714038591640243	-0.535612855967272	NA
ENSG00000082212.7	ME2	51.145	-0.775636393692419	-0.578433962760932	0.0977612669860201
ENSG00000082213.13	C5orf22	23.54	-0.745437890558534	-0.322946202922688	NA
ENSG00000082269.12	FAM135A	14.035	-0.420415024611557	-0.0914313918970923	NA
ENSG00000082397.11	EPB41L3	35.975	-0.792069060231989	-0.450136798190966	0.250173731758165
ENSG00000082458.7	DLG3	17.845	-0.841977314012298	-0.650380835129139	NA
ENSG00000082497.7	SERTAD4	13.845	-0.229336976623029	-0.321153177045978	NA
ENSG00000082515.12	MRPL22	84.76	-0.501276100169031	-0.318466325333762	0.0530910806984427
ENSG00000082516.8	GEMIN5	18.265	-0.940430370507776	-0.348197486649935	0.355871886120996
ENSG00000082641.11	NFE2L1	50.285	3.45450075538593	3.01064747924183	2.19747439594312
ENSG00000082701.10	GSK3B	13.92	-0.398405815496344	-0.336349941540528	1.61637931034483
ENSG00000082781.7	ITGB5	13.885	2.55519592800338	2.28715572060674	2.48469571480014
ENSG00000082805.15	ERC1	11.46	-0.273403388568344	0.00259520694709869	1.83246073298429
ENSG00000082898.12	XPO1	84.985	-0.293437620309485	-0.219318531627865	0.5000882508678
ENSG00000082996.15	RNF13	14.29	2.23258911220635	2.34084023988615	0.909727081875437
ENSG00000083093.5	PALB2	10.51	0.304496415181339	0.208311390944256	NA
ENSG00000083099.6	LYRM2	50.615	-0.303792880629335	-0.307385087515101	NA
ENSG00000083123.10	BCKDHB	18.345	-0.507464263165765	-0.485459232768074	0.463341509948215
ENSG00000083168.5	KAT6A	14.445	-0.574522242093242	-0.241516039029253	NA
ENSG00000083312.13	TNPO1	57.635	-0.559130175394528	-0.180757544273049	0.156155114079986
ENSG00000083444.12	PLOD1	39.74	3.77888257435945	3.45735680951347	7.4861600402617
ENSG00000083454.17	P2RX5	18.635	3.12295355228416	2.99166061582536	NA
ENSG00000083457.7	ITGAE	161.905	-0.464582892100828	-0.227257941465941	0.0401469997838238
ENSG00000083520.10	DIS3	17.23	-1.26466128864453	-0.796140885839609	4.14973882762623
ENSG00000083544.9	TDRD3	10.345	-0.767304371537186	-0.552137903489616	NA
ENSG00000083635.7	NUFIP1	12.12	-0.989383957605214	-0.950070347931103	NA
ENSG00000083720.8	OXCT1	36.83	-0.876092878775737	-0.501511739789103	NA
ENSG00000083807.5	SLC27A5	34.195	-0.628423131082163	-0.391108428498569	NA
ENSG00000083845.4	RPS5	2896.04	-0.458368309749231	-0.0141187136375989	0.0640529826936092
ENSG00000083857.9	FAT1	19.345	3.61351183920757	3.33319535804111	15.3011113982941
ENSG00000083896.8	YTHDC1	26.25	-1.38636000062852	-1.32303881686052	NA
ENSG00000083937.4	CHMP2B	36.4	-0.779812588234271	-0.548835314328752	NA
ENSG00000084070.7	SMAP2	32.165	-0.271473103237716	-0.325839767021191	0.17099331571584
ENSG00000084072.12	PPIE	103.32	-0.740915233636063	-0.175689229033054	NA
ENSG00000084073.4	ZMPSTE24	50.5	3.67592663194452	3.44206818970364	9.1980198019802
ENSG00000084090.9	STARD7	108.89	-0.00203936832589466	-0.0178602044776076	0.179079805308109
ENSG00000084092.6	NOA1	13.24	-0.246255955062149	-0.188361220462259	NA
ENSG00000084207.11	GSTP1	26.7	-0.428043510287584	0.013973817663082	NA
ENSG00000084234.12	APLP2	121.635	4.63669448105225	4.22608891471038	8.70226497307518
ENSG00000084444.9	KIAA1467	16.74	4.03070110962912	3.43225485532204	19.5340501792115
ENSG00000084463.3	WBP11	64.12	-0.784344015865983	-0.591425207059516	0.616032439176544
ENSG00000084623.7	EIF3I	445.66	-0.788531835232647	-0.330825782458925	0.203069604631333
ENSG00000084652.11	TXLNA	37.615	-0.401531484173372	-0.155373067744565	NA
ENSG00000084693.11	AGBL5	38.38	-0.231406334432377	0.0670831791334546	NA
ENSG00000084733.6	RAB10	39.09	-0.110257894080422	0.0692207185451804	0.191864927091328
ENSG00000084754.6	HADHA	78.35	-1.36387477229206	-0.522491815796246	NA
ENSG00000084764.6	MAPRE3	14.425	-0.068441662652202	0.15069419122831	NA
ENSG00000084774.9	CAD	27.165	-0.67982970674975	-0.632604573803295	2.94496594883122
ENSG00000085063.10	CD59	63.91	3.56122900637953	3.49091844566098	0.406822093569082
ENSG00000085231.9	TAF9	139.88	-0.644805052314433	-0.487590413156831	NA
ENSG00000085365.13	SCAMP1	25.295	2.21241421362322	2.53592905004061	NA
ENSG00000085377.9	PREP	38.15	-1.38276709101267	-0.600078117544406	0.53735255570118
ENSG00000085415.11	SEH1L	44.275	-0.657403863417198	-0.207806428361187	0.101637492941841
ENSG00000085449.10	WDFY1	20.97	-0.815477762052425	-0.857904197902254	NA
ENSG00000085491.11	SLC25A24	18.59	-0.705590991604622	-0.533548755109881	0.34965034965035
ENSG00000085563.10	ABCB1	10.195	3.35246958994944	3.63994822279194	3.58018636586562
ENSG00000085662.9	AKR1B1	221.9	-0.437753866744352	-0.350777727243659	0.144209103199639
ENSG00000085719.7	CPNE3	41.555	-1.25065575473975	-0.550523563066453	3.2366742870894
ENSG00000085721.8	RRN3	30.275	-0.477442103414687	-0.373794029817163	NA
ENSG00000085733.11	CTTN	59.015	-0.756054866828724	-0.791725412031241	NA
ENSG00000085760.10	MTIF2	22.975	-0.895267837797692	-0.620507638940076	0.217627856365615
ENSG00000085788.9	DDHD2	41.125	-0.485695879254026	-0.41641643353564	NA
ENSG00000085831.11	TTC39A	20.24	0.112531746797643	0.238643902088813	NA
ENSG00000085832.12	EPS15	20.315	-0.0502629265097619	-0.0677473113519496	NA
ENSG00000085840.8	ORC1	15.36	-1.31833573527892	-0.630696236734498	NA
ENSG00000085871.4	MGST2	51.78	2.83965500508792	3.4859213998359	NA
ENSG00000085872.10	CHERP	27.73	-0.49608053814784	-0.727491750254118	NA
ENSG00000085978.17	ATG16L1	13.65	-0.338922686438721	-0.227926010494266	NA
ENSG00000085998.9	POMGNT1	49.29	2.06738129818078	2.27395943317977	NA
ENSG00000085999.7	RAD54L	34.975	-0.0471014158300968	-0.231377407975344	NA
ENSG00000086015.16	MAST2	17.66	0.20578416990142	0.15849532973868	NA
ENSG00000086061.11	DNAJA1	97.575	-1.42313017701688	-0.913482709247258	0.169100691775557
ENSG00000086062.8	B4GALT1	15.44	4.58623749641706	3.35471380144176	8.06347150259067
ENSG00000086065.9	CHMP5	74.715	-1.06781709090446	-0.508289503139111	NA
ENSG00000086102.14	NFX1	12.08	-0.594932484083677	-0.624783655247462	NA
ENSG00000086189.5	DIMT1	39.76	-0.149395448666465	-0.101483606056415	NA
ENSG00000086200.12	IPO11	28.755	-0.488608343931042	-0.15536814362702	NA
ENSG00000086232.8	EIF2AK1	65.66	0.149622560088228	0.200534464974403	NA
ENSG00000086289.7	EPDR1	13.045	2.65969899929965	2.37267772885751	NA
ENSG00000086300.11	SNX10	19.4	-0.430398971344593	-0.3247839741128	NA
ENSG00000086475.10	SEPHS1	118.08	-0.439476344491387	-0.398062800110021	NA
ENSG00000086504.11	MRPL28	246.075	-0.955478304603744	-0.424611164919162	0.0162552067459108
ENSG00000086506.2	HBQ1	18.515	1.00378185130648	-0.0711802577448685	NA
ENSG00000086544.2	ITPKC	10.59	-0.612691622159896	-0.159579752230053	NA
ENSG00000086589.7	RBM22	37.885	-0.842539362599309	-0.618446014564294	0.197967533324535
ENSG00000086598.6	TMED2	181.36	3.18680322237727	3.19882808940294	0.25363917071019
ENSG00000086619.9	ERO1LB	18.295	3.12808770375559	2.91398445714132	1.88576113692266
ENSG00000086666.14	ZFAND6	85.125	-0.545663050803042	-0.589739123823259	0.18208516886931
ENSG00000086712.8	TXLNG	25.58	-0.641254577855792	-0.549492675431037	NA
ENSG00000086758.11	HUWE1	87.615	-0.188363247025994	-0.0703312067300394	2.6993094789705
ENSG00000086827.4	ZW10	10.895	-0.730637370744018	-0.275185523451891	NA
ENSG00000086848.10	ALG9	15.535	2.04659230163047	1.97570038483215	NA
ENSG00000087053.14	MTMR2	20.965	-0.724419486135283	-0.30444515961724	NA
ENSG00000087074.7	PPP1R15A	14.145	0.503024128168077	1.0568403245127	NA
ENSG00000087077.7	TRIP6	63.925	-0.41425063696899	-0.297696550986095	NA
ENSG00000087086.9	FTL	803.3	-0.898819287918365	-0.897715496537229	0.0118262168554712
ENSG00000087087.14	SRRT	63.3	-1.19426486529391	-0.68844482753055	0.134281200631912
ENSG00000087088.15	BAX	100.8	0.276030479080523	-0.0829793164114565	NA
ENSG00000087095.8	NLK	10.32	-0.238836864331337	0.0164028398265881	NA
ENSG00000087111.16	PIGS	82.215	1.09685265567813	1.11892262563507	11.4942528735632
ENSG00000087152.11	ATXN7L3	33.355	-0.228895165663107	-0.0607655375269882	NA
ENSG00000087157.14	PGS1	25.98	0.430916618570569	0.512535392440475	NA
ENSG00000087191.8	PSMC5	141.235	-0.726108627441061	-0.659266173470481	0.0566431833469041
ENSG00000087206.12	UIMC1	41.07	-0.509251941434556	-0.379832014868928	0.182615047479912
ENSG00000087253.7	LPCAT2	11.44	3.74393060701873	3.78061221806299	5.90034965034965
ENSG00000087263.12	OGFOD1	74.595	-0.730044035329161	-0.429459345932009	0.489308934915209
ENSG00000087269.11	NOP14	41.24	-0.635015916958637	-0.384831026352963	0.351600387972842
ENSG00000087274.12	ADD1	44.98	-0.631336436911199	-0.379549268392638	0.289017341040462
ENSG00000087299.7	L2HGDH	10.215	-0.642581194078822	-0.686831111814585	NA
ENSG00000087301.4	TXNDC16	11.905	3.68865464303477	3.60124508422663	1.04997900041999
ENSG00000087302.4	C14orf166	156.01	-0.745937377836709	-0.502786465934414	0.0192295365681687
ENSG00000087303.12	NID2	13.17	4.92100765584977	2.79195131623699	26.7274107820805
ENSG00000087338.4	GMCL1	17.1	-0.0504223165314485	-0.232493738873087	NA
ENSG00000087365.10	SF3B2	130.11	-0.976473371310738	-0.717138049434817	0.276688955499193
ENSG00000087448.5	KLHL42	12.56	-0.0430540656011257	-0.12166229321117	NA
ENSG00000087460.19	GNAS	657.735	0.174849529458747	0.0811206126977859	NA
ENSG00000087470.13	DNM1L	43.02	-0.706862943881946	-0.395853460102789	0.604370060437006
ENSG00000087502.13	ERGIC2	33.67	1.70196869773225	1.93641006793807	NA
ENSG00000087586.13	AURKA	87.215	-0.703704952094976	-0.388222075336631	NA
ENSG00000087884.10	AAMDC	60.085	-0.509519664287232	-0.202804897741402	NA
ENSG00000087995.11	METTL2A	40.39	0.0094115882916929	0.380354327266243	0.210448130725427
ENSG00000088035.11	ALG6	17.51	3.1078766364155	3.28219515970501	4.28326670474015
ENSG00000088038.13	CNOT3	38.585	-0.286517642819431	-0.286714935730781	NA
ENSG00000088205.8	DDX18	38.24	-1.80831474852616	-1.00818160930982	0.130753138075314
ENSG00000088247.11	KHSRP	291.2	-0.785343864538609	-0.727923205989935	0.40521978021978
ENSG00000088256.4	GNA11	34.11	0.137858253274714	-0.282365142750147	NA
ENSG00000088298.8	EDEM2	15.69	2.25930055024183	2.62666379904611	NA
ENSG00000088305.14	DNMT3B	12.97	-0.651143207582246	-0.233957940830329	NA
ENSG00000088325.11	TPX2	64.9	-0.998400408615431	-0.357884843677088	0.377503852080123
ENSG00000088356.4	PDRG1	59.545	-0.484064793675098	-0.333914606670706	NA
ENSG00000088367.16	EPB41L1	18.28	-0.181607410633119	-0.383406691971348	NA
ENSG00000088387.13	DOCK9	20.715	-0.457025540922745	-0.333719000265297	NA
ENSG00000088448.10	ANKRD10	44.955	0.443181358181678	0.1328701718014	NA
ENSG00000088451.6	TGDS	17.39	-0.490578100633772	-0.400422528942158	NA
ENSG00000088682.9	COQ9	59.88	0.183610369991637	0.214081684013297	NA
ENSG00000088727.8	KIF9	14.73	-0.332513254401521	0.182659486154095	NA
ENSG00000088766.7	CRLS1	40.73	-0.074205390671109	-0.0975248071462307	NA
ENSG00000088832.10	FKBP1A	304.06	0.00979644255525938	-0.132215292895301	NA
ENSG00000088833.13	NSFL1C	46	-0.762341895693771	-0.463973255021211	NA
ENSG00000088876.7	ZNF343	10.33	-0.46155519940326	-0.490785660705427	NA
ENSG00000088888.13	MAVS	19.53	0.0903601435285892	0.104604779655891	NA
ENSG00000088930.6	XRN2	72.56	-1.30416497640289	-0.667842044527938	0.0275633958103638
ENSG00000088986.6	DYNLL1	555.295	-0.162457526953409	-0.168045987619694	0.0540253378834673
ENSG00000088992.13	TESC	20.635	0.427671002018272	0.140323847448843	NA
ENSG00000089006.12	SNX5	96.625	-0.117159082299511	-0.197761936516978	NA
ENSG00000089009.11	RPL6	3122.5	-1.09638801110087	-0.810819477419083	0.0718975180144115
ENSG00000089022.9	MAPKAPK5	39.525	0.175100408897139	0.0219865959264966	0.0885515496521189
ENSG00000089050.10	RBBP9	28.32	-0.424296092359008	-0.141069809972372	NA
ENSG00000089053.8	ANAPC5	136.02	0.339413017866862	0.552536903259393	0.231583590648434
ENSG00000089057.10	SLC23A2	11.455	3.41543786927904	2.60513531709679	8.72981230903536
ENSG00000089063.10	TMEM230	160.815	0.505064984388734	0.57433151989873	1.01047787830737
ENSG00000089094.12	KDM2B	28.99	-0.271780734835408	-0.294499364719144	NA
ENSG00000089154.6	GCN1L1	51.905	-0.143681292256078	-0.40907061252605	0.712840766785473
ENSG00000089157.11	RPLP0	4028.635	-0.850984865371574	-0.244913616567213	0.0801760397752589
ENSG00000089159.11	PXN	24.135	0.183318128507672	0.0689914654726365	0.103584006629376
ENSG00000089195.10	TRMT6	14.42	-0.834365629484874	-0.678076532231533	NA
ENSG00000089220.4	PEBP1	312.2	-0.61571803839095	-0.549296496705243	0.164958360025625
ENSG00000089248.6	ERP29	72.085	1.99615256308331	1.76085241397303	NA
ENSG00000089280.14	FUS	362.83	-1.79192787085222	-1.01640290829789	0.571893173111375
ENSG00000089289.11	IGBP1	58.705	-0.841928527077346	-0.419089104071727	0.170343241631888
ENSG00000089327.10	FXYD5	154.695	3.05516567206087	2.54496745138139	3.19338052296454
ENSG00000089335.16	ZNF302	42.57	-0.359012632346982	-0.669775557501371	0.505050505050505
ENSG00000089351.10	GRAMD1A	68.845	0.990720840913793	1.02965312768886	0.806158762437359
ENSG00000089486.12	CDIP1	29.23	-0.041570752125796	0.240552277685088	NA
ENSG00000089597.12	GANAB	167.29	3.42124661417281	2.95733631693107	11.0586406838424
ENSG00000089685.10	BIRC5	130.6	-0.263904552925521	-0.0413941702240556	0.486217457886677
ENSG00000089693.6	MLF2	183.46	-0.115304086460634	-0.169439493237405	0.190777281151205
ENSG00000089737.11	DDX24	82.065	-1.24333826671804	-0.293127754214617	0.261987448973375
ENSG00000089818.12	NECAP1	24.005	-0.343813384110694	-0.362900139517089	NA
ENSG00000089876.7	DHX32	21.765	-0.486491143110529	-0.167954891322316	NA
ENSG00000089902.8	RCOR1	12.505	-0.620908861027541	-0.43195984159876	NA
ENSG00000089916.13	GPATCH2L	11.43	0.119378779554254	-0.0949549049173721	NA
ENSG00000090006.13	LTBP4	34.595	1.96960277537736	1.13865458149504	0.838271426506721
ENSG00000090013.5	BLVRB	82.255	-0.647761433184502	-0.288760483022268	NA
ENSG00000090054.9	SPTLC1	32.465	3.33104339049688	2.9811379864002	3.77329431695672
ENSG00000090060.13	PAPOLA	94.55	-0.460103617717345	-0.325084215351798	0.0951877313590693
ENSG00000090061.13	CCNK	45.485	-0.306045668478696	-0.185050484702266	0.37374958777619
ENSG00000090263.11	MRPS33	169.185	-0.178187853968772	-0.102353518008752	NA
ENSG00000090266.8	NDUFB2	378.915	-0.0569758015822997	0.0206396827971285	NA
ENSG00000090273.9	NUDC	165.705	-0.497321929465223	-0.381842228576533	0.0452611568751697
ENSG00000090316.11	MAEA	41.22	-0.388096862318563	-0.280036077408066	NA
ENSG00000090372.10	STRN4	67.13	0.156461105194519	0.135813345231122	0.417101147028154
ENSG00000090432.5	MUL1	21.92	1.58138364707638	1.86001058433648	NA
ENSG00000090447.7	TFAP4	16.465	-0.520325444027824	-0.222762924248028	1.30580018220468
ENSG00000090470.10	PDCD7	13.015	-0.190914772809256	-0.506117314461417	NA
ENSG00000090487.6	SPG21	67.83	0.122840846136612	0.322306814204621	0.0368568480023588
ENSG00000090520.6	DNAJB11	44.59	3.94780497859736	3.29931015902507	0.773716079838529
